ORDERID,SOLDDATE,CUSTID,PRODID,PRODNAME,WEEKDAY,SITEBUSNAME,REGION,D_DAY_2_TEM,D_DAY_2_HUM,D_DAY_2_WIND,D_DAY_2_TEM_RAINAMOUNT,D_DAY_2_RAINHOUR,ORDER_QUANT,SOLD_QUANT
HR1021031826_200220,2020-02-23,2006400,PEMA013032302,PEMA-HR1000,목,아세아,수원,6.8,92.8,2.2,22.6,14.25,3978,4480
SN4021031842_200220,2020-02-23,2007200,TSN4012015211,PEMA-SN400,목,성보,진접,6.8,80.6,1.7,18.6,0,7181,6400
HR1021031908_200221,2020-02-24,2001300,PEMA013114800,PEMA-HR1000,금,찬우,밀양,10,65.9,1.3,0.4,0,6016,6400
PR2021031910_200221,2020-02-24,2002400,PEMA023045801,PEMA-PR2000,금,신아,영동,5.6,87.5,1.7,0,0,5914,8000
HR1021031914_200221,2020-02-24,2001500,PEMA013078800,PEMA-HR1000,금,한성,경산,8.3,82.8,1.9,0.2,1.5,2387,3840
SR2021031919_200221,2020-02-24,2002600,PEMA023120100,PEMA-SR2000,금,성우,영동,5.6,87.5,1.7,0,0,6221,6400
HR1521031913_200221,2020-02-24,2002000,PEMA033021700,PEMA-HR1500,금,동서,부산,9.5,79.3,3,1.8,4.33,10506,6400
HR1521031921_200221,2020-02-24,2002200,PEMA013023009,PEMA-HR1500,금,동양건재,부산,9.5,79.3,3,1.8,4.33,5069,6400
SR3F21031920_200221,2020-02-24,2002800,PEMA023002600,PEMA-SR3000F,금,경동,부산,9.5,79.3,3,1.8,4.33,3041,3200
HR1021031915_200221,2020-02-24,2001600,PEMA033127000,PEMA-HR1000,금,창원,창원,9,75.5,1.6,0,0.37,1888,4480
HR1021031916_200221,2020-02-24,2001700,PEMA033127000,PEMA-HR1000,금,창원,창원,9,75.5,1.6,0,0.37,2304,1920
PR2021031910_200221,2020-02-24,2002300,PEMA023045801,PEMA-PR2000,금,신아,영동,5.6,87.5,1.7,0,0,11981,8000
HR1021031917_200221,2020-02-24,2001800,PEMA023074200,PEMA-HR1000,금,팔마,완주,8.1,75.5,1.8,0,0,6989,6400
HR1521031918_200221,2020-02-24,2002100,PEMA013120100,PEMA-HR1500,금,성우,영동,5.6,87.5,1.7,0,0,5898,6400
PR2021031923_200221,2020-02-24,2002500,PEMA023901510,PEMA-PR2000,금,동양파일,익산,7.2,77.9,2.4,0,0,6456,6400
500F21031912_200221,2020-02-24,2007700,PEMA023058600,PEMA-500FR,금,유진,강서,6.4,59.6,2.1,0,0.42,10957,12800
SR2021031922_200221,2020-02-24,2002700,PEMA043046101,PEMA-SR2000,금,신우,울산,8.5,85,2.3,0,1.25,5009,6400
HR1521032453_191106,2019-11-09,2003700,PEMA013126700,PEMA-HR1500,수,합천,합천,11.9,68.6,1.4,0,0,5548,5200
HR1021032440_191106,2019-11-09,2002100,PEMA013089230,PEMA-HR1000,수,고려,서인천,12.1,72.3,4.1,1.3,2.17,9180,10400
HR1021032419_191106,2019-11-09,2007800,PEMA013046900,PEMA-HR1000,수,신진,대구,12.4,75.1,1.9,0.3,0.5,8234,10400
HR1521032450_191106,2019-11-09,2003600,PEMA053046500,PEMA-HR1500,수,신일,송파,11.2,71.6,2.4,1.1,4.08,3332,5200
PCM221032449_191106,2019-11-09,2007100,PEMA033058615,PEMA-PCM2000,수,유진,평택,11.2,85.4,2.4,5.8,0,5841,6240
HR1021032408_191106,2019-11-09,2007500,PEMA023105100,PEMA-HR1000,수,삼우,경산,12.4,75.1,1.9,0.3,0.5,6770,10400
500F21032407_191106,2019-11-09,2006300,PEMA023058600,PEMA-500FR,수,유진,강서,11.2,71.6,2.4,1.1,4.08,10296,10400
HR1021032444_191106,2019-11-09,2002400,PEMA023024801,PEMA-HR1000,수,동진,수원,11.2,85.4,2.4,5.8,0,4025,5200
HR1521032423_191106,2019-11-09,2003100,PEMA013082100,PEMA-HR1500,수,대원씨앤엠,울산,13.9,60.4,2.1,0,0,15251,15600
AE21032452_2_191106,2019-11-09,2006606,SSA073046500,AE,수,신일,송파,11.2,71.6,2.4,1.1,4.08,2327,2080
HR1021032428_191106,2019-11-09,2001400,PEMA013128300,PEMA-HR1000,수,경연,원주,10.4,77,1,1.1,0,2163,2080
HR1021032413_191106,2019-11-09,2007600,PEMA013114400,PEMA-HR1000,수,한빛,부안,13.7,72.5,2.8,0,0,9585,10400
HR1021032455_191106,2019-11-09,2002700,PEMA013049303,PEMA-HR1000,수,아세아,약목,12,84.9,1,0,0,9897,7280
HR1021032422_191106,2019-11-09,2001102,PEMA063041501,PEMA-HR1000,수,성진,인천,12.1,72.3,4.1,1.3,2.17,7188,10400
SR2021032454_191106,2019-11-09,2004104,PEMA033126700,PEMA-SR2000,수,합천,합천,11.9,68.6,1.4,0,0,4727,5200
CSA521032447_191106,2019-11-09,2007302,PEMA033035303,CSA5000,수,삼표,성수,11.2,71.6,2.4,1.1,4.08,6625,7280
CSA521032421_191106,2019-11-09,2006900,PEMA023089240,CSA5000,수,고려,당진,11.4,81,2.6,5.4,0,11344,10400
HR1521032424_191106,2019-11-09,2003200,PEMA023032100,PEMA-HR1500,수,삼보,함안,11.6,76.1,1.3,0,0,9568,10400
PCR321032405_191106,2019-11-09,2003900,PEMA013133000,PEMA-PCR3000N,수,여흥,서울,11.2,71.6,2.4,1.1,4.08,2224,3120
CSA521032426_191106,2019-11-09,2007000,PEMA013061900,CSA5000,수,정도,울진,13.1,61.3,2.4,0.4,0,6739,5200
CSA521032451_191106,2019-11-09,2007400,PEMA073022500,CSA5000,수,승일,함안,11.6,76.1,1.3,0,0,7039,10400
580F21032415_191106,2019-11-09,2006500,PEMA013118900,PEMA-580FX,수,유니캠,화성,11.2,85.4,2.4,5.8,0,9660,15600
CSA421032438_191106,2019-11-09,2006609,PEMA013046500,CSA4000,수,신일,송파,11.2,71.6,2.4,1.1,4.08,7413,10400
HR1521032432_191106,2019-11-09,2003400,PEMA043048519,PEMA-HR1500,수,쌍용,울산,13.9,60.4,2.1,0,0,3994,6240
HR1021032448_191106,2019-11-09,2002600,PEMA033046500,PEMA-HR1000,수,신일,송파,11.2,71.6,2.4,1.1,4.08,12230,10400
HR1021032437_191106,2019-11-09,2001800,PEMA023100500,PEMA-HR1000,수,대성,장흥,12.4,74.5,2.2,0.1,0,9793,10400
CSA521032406_191106,2019-11-09,2006700,PEMA023054400,CSA5000,수,예일,예산,11.9,77.1,1.9,4.8,7.75,4543,5200
SR2021032442_191106,2019-11-09,2004100,PEMA023014200,PEMA-SR2000,수,대성,울산,13.9,60.4,2.1,0,0,6152,5200
HR1021032436_191106,2019-11-09,2001700,PEMA013080109,PEMA-HR1000,수,한일,청주,11.3,79.1,1.4,2.6,9.83,3536,5200
HR1021032425_191106,2019-11-09,2001200,PEMA623022500,PEMA-HR1000,수,대아,함안,11.6,76.1,1.3,0,0,11182,10400
HR1021032429_191106,2019-11-09,2001500,PEMA013128300,PEMA-HR1000,수,경연,원주,10.4,77,1,1.1,0,3943,3120
HR1021032441_191106,2019-11-09,2002200,PEMA013108400,PEMA-HR1000,수,우신,파주,9.7,82,1.4,0.2,0,10805,8320
HR1021032434_191106,2019-11-09,2001600,PEMA013047000,PEMA-HR1000,수,신진,영광,13.3,72.1,2.6,0.2,0,15088,10400
SR5F21032417_191106,2019-11-09,2004300,PEMA063021700,PEMA-SR5000F,수,동서,부산,14.8,57,4.5,0,0,5554,5200
HR1521032435_191106,2019-11-09,2003500,PEMA033084300,PEMA-HR1500,수,호성,순천,12.4,71.1,2.5,0,0,9701,10400
SR3F21032518_191107,2019-11-10,2001200,PEMA043128800,PEMA-SR3000F,목,한통,부산,14.2,53,2,0,0,8003,10400
HR1021032536_191107,2019-11-10,2006200,PEMA013022400,PEMA-HR1000,목,동아,함안,9.3,77,0.8,0,0,8791,8372
SR2021032522_191107,2019-11-10,2007700,PEMA043005600,PEMA-SR2000,목,광주알엠씨,장성,10,78.3,1.3,0,0,3594,5200
HR1021032517_191107,2019-11-10,2005400,PEMA033030002,PEMA-HR1000,목,부강,대전,9.6,78.9,0.7,0,0,15007,10400
HR1521032539_191107,2019-11-10,2006900,PEMA023104400,PEMA-HR1500,목,대안,옥계,9.9,82.1,0.5,0,0,16324,10400
CSA521032509_191107,2019-11-10,2004700,PEMA023035314,CSA5000,목,삼표,남부,9.3,63.6,1.4,0,0,6544,7280
HR1021032528_191107,2019-11-10,2005800,PEMA013124800,PEMA-HR1000,목,한화,포항,12.9,71.9,1.8,0,0,4742,5200
HR1521032526_191107,2019-11-10,2006800,PEMA143057600,PEMA-HR1500,목,한국흄관,울산,12.3,67,1.5,0,0,11457,10400
HR1021032535_191107,2019-11-10,2006100,PEMA013031800,PEMA-HR1000,목,삼덕,평택,8.6,82.1,0.9,0,0,11794,10400
HR1021032545_191107,2019-11-10,2006606,PEMA043041502,PEMA-HR1000,목,성진,화성,8.6,82.1,0.9,0,0,4799,8320
HR1021032543_191107,2019-11-10,2006600,PEMA033041500,PEMA-HR1000,목,성진,동탄,8.6,82.1,0.9,0,0,14352,10400
HR1521032516_191107,2019-11-10,2006612,PEMA033006900,PEMA-HR1500,목,대상,의령,9.3,77,0.8,0,0,10296,10400
SR2021032514_191107,2019-11-10,2007600,PEMA023041301,PEMA-SR2000,목,성원,단양,5.3,85.5,0.6,0,0,5616,5200
PR1021032508_191107,2019-11-10,2007200,PEMA013901520,PEMA-PR1000,목,동양파일,아산,7.4,80.1,0.4,0,0,19768,20800
HR1021032537_191107,2019-11-10,2006300,PEMA013060100,PEMA-HR1000,목,인천,인천,11,62.1,1.3,0,0,7455,10400
CSA521032512_191107,2019-11-10,2004800,PEMA93060000,CSA5000,목,인광,당진,9.1,82.6,0.8,0,0,12173,17680
SR2021032544_191107,2019-11-10,2002400,PEMA043062000,PEMA-SR2000,목,정선,경광주,5.2,92.6,0.7,0,0,9637,6240
SR2021032510_191107,2019-11-10,2007500,PEMA033049301,PEMA-SR2000,목,아세아,안양,8.6,82.1,0.9,0,0,3062,5200
CSA521032530_191107,2019-11-10,2005000,PEMA033023004,CSA5000,목,동양,아산,7.4,80.1,0.4,0,0,8969,7280
500F21032507_191107,2019-11-10,2004400,PEMA023058600,PEMA-500FR,목,유진,강서,9.3,63.6,1.4,0,0,7255,10400
HR1021032521_191107,2019-11-10,2005600,PEMA023011300,PEMA-HR1000,목,뉴신화,여수,13.6,63.5,2.8,0,0,7644,10400
HR1521032519_191107,2019-11-10,2002200,PEMA013120100,PEMA-HR1500,목,성우,영동,8.6,82.1,0.9,0,0,10067,10400
SN4021032523_191107,2019-11-10,2007302,TSN4012020803,PEMA-SN400,목,현이앤씨,청주,9.7,74,0.6,0,0,8518,10400
HR1521032541_191107,2019-11-10,2007000,PEMA053901700,PEMA-HR1500,목,영양,영양,7.4,82.4,0.6,0,0,10090,10400
HR1021032531_191107,2019-11-10,2006000,PEMA013026702,PEMA-HR1000,목,모헨즈,천안,7.4,80.1,0.4,0,0,11303,8320
HR1521032525_191107,2019-11-10,2006700,PEMA043023001,PEMA-HR1500,목,동양건재,김해,12.6,67,1.5,0,0,3594,5200
500F21030504_191213,2019-12-16,2003400,PEMA023058600,PEMA-500FR,금,유진,강서,0.8,64.6,2.5,0,0,25346,19950
PR2021030513_191213,2019-12-16,2004104,PEMA023024804,PEMA-PR2000,금,동진파일,서산,1.8,68.5,2.1,0,0,8653,9500
SR3F21030514_191213,2019-12-16,2004300,PEMA023013000,PEMA-SR3000F,금,대동,대구,7.4,51,3.1,0,0,4549,4750
PR1021030512_191213,2019-12-16,2004100,PEMA013901600,PEMA-PR1000,금,동양파일,함안,7.1,59.3,1.1,0,0,8390,14250
HR1521030501_191213,2019-12-16,2003900,PEMA013120100,PEMA-HR1500,금,성우,영동,1,77.9,1.9,0,0,9196,9500
HR1021030516_191213,2019-12-16,2003800,PEMA013119500,PEMA-HR1000,금,일진,횡성,3.1,72.3,1.1,0,0,6803,9500
HR1521030519_191213,2019-12-16,2004000,PEMA013035322,PEMA-HR1500,금,삼표,부산,10.4,42.9,3.5,0,0,3771,6650
HR1521030727_191215,2019-12-18,2006606,PEMA143057600,PEMA-HR1500,일,한국흄관,울산,3.4,45.5,2.1,0,0,12018,9500
PCMB21030704_191215,2019-12-18,2006612,PEMA073061300,PEMA-PCM2000B,일,장원,남양주,-0.9,58.9,1,0,0,4946,4750
PCM221030703_191215,2019-12-18,2006609,PEMA063061300,PEMA-PCM2000,일,장원,남양주,-0.9,58.9,1,0,0,4078,4750
SR2A21030715_191215,2019-12-18,2007000,PEMA053048500,PEMA-SR2000A,일,쌍용,경광주,-0.6,58.8,1.2,0,0,9029,9500
HR1521030725_191215,2019-12-18,2006600,PEMA043023001,PEMA-HR1500,일,동양건재,김해,4.2,46.5,1.9,0,0,8193,7600
CSA521030721_191215,2019-12-18,2005000,PEMA033109700,CSA5000,일,우진,경주,1.6,54.8,2,0,0,8664,9500
580F21030702_191215,2019-12-18,2004500,PEMA033074100,PEMA-580FX,일,파워텍,음성,-1.4,67.1,1.2,0,0,1272,1900
580F21030702_191215,2019-12-18,2004600,PEMA033074100,PEMA-580FX,일,파워텍,음성,-1.4,67.1,1.2,0,0,17345,21850
HR1021030711_191215,2019-12-18,2005500,PEMA033041500,PEMA-HR1000,일,성진,동탄,-1.1,67.3,1.8,0,0.28,9363,9500
SR3F21030706_191215,2019-12-18,2007100,PEMA033023006,PEMA-SR3000F,일,동양,정관,5,40,1.9,0,0,4142,4750
PR2021030707_191215,2019-12-18,2006900,PEMA023901510,PEMA-PR2000,일,동양파일,익산,1.5,71,0.9,0,0,7220,9500
CR1021030723_191215,2019-12-18,2004700,PEMA023123000,PEMA-CR1000,일,신공항,인천,-1,51.4,3.1,0,1.5,8926,9500
H5R152103072_191215,2019-12-18,2005100,PEMA023104400,PEMA-HR1500,일,대안,옥계,1.7,59.5,1,0,0,9326,8550
HR1021030726_191215,2019-12-18,2006400,PEMA023024801,PEMA-HR1000,일,동진,수원,-1.1,67.3,1.8,0,0.28,6648,7600
CSA521030716_191215,2019-12-18,2004901,PEMA023024000,CSA5000,일,동원,옥천,0.9,70.9,1.1,0.2,4.17,9337,9500
CSA521030714_191215,2019-12-18,2004800,PEMA023001000,CSA5000,일,강원,인천,-1,51.4,3.1,0,1.5,7253,6650
PR1021030701_191215,2019-12-18,2006700,PEMA013129802,PEMA-PR1000,일,삼일,칠서,1.8,61.8,0.9,0,0,17870,14250
PR1021030701_191215,2019-12-18,2006800,PEMA013129802,PEMA-PR1000,일,삼일,칠서,1.8,61.8,0.9,0,0,8664,9500
HR1021030717_191215,2019-12-18,2005800,PEMA013128300,PEMA-HR1000,일,경연,원주,-0.2,50.1,0.9,0,0,6164,6650
HR1021030705_191215,2019-12-18,2005200,PEMA013122500,PEMA-HR1000,일,영동,고성,1.6,30.6,2.3,0,0,9196,9500
HR1021030718_191215,2019-12-18,2005900,PEMA013122400,PEMA-HR1000,일,성진,부산,5,40,1.9,0,0,8596,7600
HR1021030719_191215,2019-12-18,2006000,PEMA013122400,PEMA-HR1000,일,성진,부산,5,40,1.9,0,0,12567,7600
HR1021030720_191215,2019-12-18,2006100,PEMA013122400,PEMA-HR1000,일,성진,부산,5,40,1.9,0,0,5002,4750
HR1021030708_191215,2019-12-18,2005300,PEMA013119000,PEMA-HR1000,일,하나,군산,1.5,71,0.9,0,0,8026,7600
HR1021030724_191215,2019-12-18,2006300,PEMA013104400,PEMA-HR1000,일,대안,옥계,1.7,59.5,1,0,0,8219,9500
HR1021030710_191215,2019-12-18,2005400,PEMA013043200,PEMA-HR1000,일,세진,경광주,-0.6,58.8,1.2,0,0,10144,14250
HR1021030712_191215,2019-12-18,2005600,PEMA013026702,PEMA-HR1000,일,모헨즈,천안,-1.3,76,0.9,0,0,6835,4750
HR1021030713_191215,2019-12-18,2005700,PEMA013026702,PEMA-HR1000,일,모헨즈,천안,-1.3,76,0.9,0,0,2288,4750
AE21030805_191216,2019-12-19,2007500,SSA073046500,AE,월,신일,송파,-1.2,68.1,1.7,0.6,3.25,575,950
AE21030842_191216,2019-12-19,2007600,SSA013085300,AE,월,흥국,미사리,-2.1,76,0.7,0,0,10789,6650
AE21030802_191216,2019-12-19,2007400,SSA013035303,AE,월,삼표,성수,-1.2,68.1,1.7,0.6,3.25,3871,2850
SR2021030827_191216,2019-12-19,2003900,PEMA333048200,PEMA-SR2000,월,신창,포항,2.3,51.6,2.1,0,0,13104,9500
HR1021030841_191216,2019-12-19,2003100,PEMA253048300,PEMA-HR1000,월,서해,태안,0,76.9,1.3,0,0,11737,7600
HR1021030817_191216,2019-12-19,2002300,PEMA153048300,PEMA-HR1000,월,대호,서산,0,76.9,1.3,0,0,13857,9500
HR1021030833_191216,2019-12-19,2002700,PEMA153001100,PEMA-HR1000,월,우성,강릉,3.7,46.4,3.8,0,0,10032,9500
HR1021030835_191216,2019-12-19,2002800,PEMA13031400,PEMA-HR1000,월,산하,덕소,-2.1,76,0.7,0,0,5320,9500
HR1021030839_191216,2019-12-19,2005200,PEMA063041501,PEMA-HR1000,월,성진,인천,0.2,68.9,3.3,2.1,3.75,10816,9500
SR3F21030823_191216,2019-12-19,2004100,PEMA063030500,PEMA-SR3000F,월,부산,부산,4.3,41.6,1.8,0,0,4222,3800
HR1521030804_191216,2019-12-19,2003200,PEMA053046500,PEMA-HR1500,월,신일,송파,-1.2,68.1,1.7,0.6,3.25,5835,4750
CSA521030807_191216,2019-12-19,2001200,PEMA043099300,CSA5000,월,대왕,안성,-2.8,81.9,0.6,0,0,11594,9500
SR3F21030832_191216,2019-12-19,2004104,PEMA043046500,PEMA-SR3000F,월,신일,송파,-1.2,68.1,1.7,0.6,3.25,2132,2850
SR2A21030831_191216,2019-12-19,2004000,PEMA043043200,PEMA-SR2000A,월,세진,경광주,-2.8,81.9,0.6,0,0,6847,6650
HR1021030838_191216,2019-12-19,2003000,PEMA043041502,PEMA-HR1000,월,성진,화성,-1.1,84.5,0.9,0.3,2.67,13912,8550
PCM221030834_191216,2019-12-19,2003600,PEMA043031800,PEMA-PCM2000,월,삼덕,평택,-1.1,84.5,0.9,0.3,2.67,7904,7600
HR1021030821_191216,2019-12-19,2002400,PEMA043023200,PEMA-HR1000,월,동양,경광주,-2.8,81.9,0.6,0,0,6977,9500
580F21030819_191216,2019-12-19,2007200,PEMA033103000,PEMA-580FX,월,미래,담양,-1.4,84,0.6,0,0,11913,14250
580F21030830_191216,2019-12-19,2007302,PEMA033101400,PEMA-580FX,월,하나,금산,-1.6,79.9,0.5,0,0,11521,14250
HR1021030815_191216,2019-12-19,2005000,PEMA033088300,PEMA-HR1000,월,성진,안양,-1.1,84.5,0.9,0.3,2.67,8332,6650
HR1021030816_191216,2019-12-19,2005100,PEMA033088300,PEMA-HR1000,월,성진,안양,-1.1,84.5,0.9,0.3,2.67,5107,4750
HR1021030803_191216,2019-12-19,2001600,PEMA033046500,PEMA-HR1000,월,신일,송파,-1.2,68.1,1.7,0.6,3.25,16895,9500
CR1021030818_191216,2019-12-19,2007700,PEMA033040300,PEMA-CR1000,월,성신,공주,-2,80,0.5,0,0,12770,9500
CSA521030829_191216,2019-12-19,2001400,PEMA033035307,CSA5000,월,삼표,풍납,-1.2,68.1,1.7,0.6,3.25,7022,7600
CSA521030801_191216,2019-12-19,2001102,PEMA033035303,CSA5000,월,삼표,성수,-1.2,68.1,1.7,0.6,3.25,3146,4750
CSA521030837_191216,2019-12-19,2001500,PEMA033035303,CSA5000,월,삼표,성수,-1.2,68.1,1.7,0.6,3.25,9337,9500
PR1021040617_200114,2020-01-17,2006400,PEMA013033302,PEMA-PR1000,화,삼성,단촌,0.3,61.8,1.2,0,0,12249,10950
HR1021040605_200114,2020-01-17,2004300,PEMA013023013,PEMA-HR1000,화,동양건재,대구,3.2,49.4,2.2,0,0,3693,3650
HR1021040613_200114,2020-01-17,2004800,PEMA013023005,PEMA-HR1000,화,동양,안양,1.7,81,2,0.4,2.37,6936,5110
SN4021040743_200115,2020-01-18,2003400,TSN4012030609,PEMA-SN400,수,범양,일산,-2,68.8,1.7,0,0,4327,3650
AE21040741_200115,2020-01-18,2007302,SSA073046500,AE,수,신일,송파,0.7,46.8,2.5,0,0,360,730
580F21040712_200115,2020-01-18,2007100,PEMA073050413,PEMA-580FX,수,아주,가좌,1.2,56,3.8,0,0,12703,14600
CSA521040717_200115,2020-01-18,2007700,PEMA063069401,CSA5000,수,천마,서울,0.7,46.8,2.5,0,0,5198,7300
HR1021040720_200115,2020-01-18,2001500,PEMA063041501,PEMA-HR1000,수,성진,인천,1.2,56,3.8,0,0,8830,7300
CSA521040714_200115,2020-01-18,2007600,PEMA053054200,CSA5000,수,영화,경주,2.8,57,2.9,0,0,13941,7300
SR2021040707_200115,2020-01-18,2003500,PEMA043091500,PEMA-SR2000,수,울산,울산,4.3,48.5,1.7,0,0,8672,7300
SR3F21040742_200115,2020-01-18,2003800,PEMA043046500,PEMA-SR3000F,수,신일,송파,0.7,46.8,2.5,0,0,2313,3650
HR1021043740_200115,2020-01-18,2002700,PEMA043041502,PEMA-HR1000,수,성진,화성,1.2,68.5,2.5,0,1.97,6929,7300
SR3F21040721_200115,2020-01-18,2003600,PEMA043041501,PEMA-SR3000F,수,슬럼프용 성진,인천,1.2,56,3.8,0,0,3267,2190
HR1021040730_200115,2020-01-18,2002200,PEMA043030401,PEMA-HR1000,수,부국,부천,1.2,56,3.8,0,0,5608,5840
580F21040709_200115,2020-01-18,2006900,PEMA033101400,PEMA-580FX,수,하나,금산,2.3,64.6,1.8,0,0,21865,14600
HR1021040715_200115,2020-01-18,2001200,PEMA033088300,PEMA-HR1000,수,성진,안양,1.2,68.5,2.5,0,1.97,5846,5110
HR1521040739_200115,2020-01-18,2003100,PEMA033060200,PEMA-HR1500,수,일강,해남,2.3,65.4,2.1,0,0,7508,7300
HR1021040738_200115,2020-01-18,2002600,PEMA033046500,PEMA-HR1000,수,신일,송파,0.7,46.8,2.5,0,0,4083,3650
580F21040722_200115,2020-01-18,2007200,PEMA033040000,PEMA-580FX,수,성보넥스코,남원,1.1,73.6,1.4,0,0,19657,14600
CSA521040737_200115,2020-01-18,2007800,PEMA033035303,CSA5000,수,삼표,성수,0.7,46.8,2.5,0,0,5203,8030
CSA521040736_200115,2020-01-18,2004104,PEMA033031600,CSA5000,수,미래,평택,1.2,68.5,2.5,0,1.97,4182,5840
PR1021040711_200115,2020-01-18,2003200,PEMA023129801,PEMA-PR1000,수,삼일,충주,0.9,63.3,2.1,0,0,14309,16060
PR1021040711_200115,2020-01-18,2003300,PEMA023129801,PEMA-PR1000,수,삼일,충주,0.9,63.3,2.1,0,0,1467,2190
HR1521040735_200115,2020-01-18,2003000,PEMA023113300,PEMA-HR1500,수,동명,울산,4.3,48.5,1.7,0,0,3184,7300
HR1021040719_200115,2020-01-18,2001400,PEMA023105100,PEMA-HR1000,수,삼우,경산,4.6,44.1,3.3,0,0,6504,7300
500F21040708_200115,2020-01-18,2006800,PEMA023058600,PEMA-500FR,수,유진,강서,0.7,46.8,2.5,0,0,17811,12410
HR1021040734_200115,2020-01-18,2002500,PEMA023033600,PEMA-HR1000,수,삼성,정읍,2.4,65.9,1.7,0,0,7820,7300
HR1021040733_200115,2020-01-18,2002400,PEMA023024801,PEMA-HR1000,수,동진,수원,1.2,68.5,2.5,0,1.97,5845,5840
HR1021040732_200115,2020-01-18,2002300,PEMA023008000,PEMA-HR1000,수,금오,구미,4.7,49.6,2.3,0,0,7148,7300
580F21040710_200115,2020-01-18,2007000,PEMA013126200,PEMA-580FX,수,케이알,음성,0.9,63.3,2.1,0,0,16044,14600
HR1021040728_200115,2020-01-18,2002000,PEMA013119000,PEMA-HR1000,수,하나,군산,3.9,62.4,2.9,0,0,11152,5840
HR1021040716_200115,2020-01-18,2001300,PEMA013117801,PEMA-HR1000,수,에스피,경광주,1.5,58.6,2,0,0,6643,5110
HR1021040713_200115,2020-01-18,2001102,PEMA013105210,PEMA-HR1000,수,삼우,대구,4.6,44.1,3.3,0,0,5929,6570
HR1021040727_200115,2020-01-18,2001800,PEMA013084200,PEMA-HR1000,수,호서,오수,1.1,73.8,1.2,0,0,9347,7300
SR3F21040726_200115,2020-01-18,2003700,PEMA013081906,PEMA-SR3000F,수,현대,서울,0.7,46.8,2.5,0,0,5352,3650
HR1021040725_200115,2020-01-18,2001700,PEMA013080117,PEMA-HR1000,수,한일,성남,1.2,68.5,2.5,0,1.97,6745,5110
HR1021040731_200115,2020-01-18,2004800,PEMA013050405,PEMA-HR1000,수,아주,비봉,1.2,68.5,2.5,0,1.97,4562,5840
HR1521040724_200115,2020-01-18,2002900,PEMA013030801,PEMA-HR1500,수,부일,회동동,5.1,45.6,2.7,0,0,6599,7300
HR1021040729_200115,2020-01-18,2002100,PEMA013030400,PEMA-HR1000,수,부국,대전,3.4,57.3,2.2,0,0.5,3981,3650
AE21040822_200116,2020-01-19,2003900,SSA013035307,AE,목,삼표,풍납,-0.4,36.9,1.4,0,0,729,730
AE21040833_200116,2020-01-19,2004000,SSA013035303,AE,목,삼표,성수,-0.4,36.9,1.4,0,0,2593,2920
CSA521040818_200116,2020-01-19,2004500,PEMA553048200,CSA5000,목,신우,경주,2.4,50.5,2.4,0,0,8592,7300
PCMB21040838_200116,2020-01-19,2006300,PEMA073061300,PEMA-PCM2000B,목,장원,남양주,-1.2,53.6,1,0,0,3372,3650
PCM221040837_200116,2020-01-19,2006200,PEMA063061300,PEMA-PCM2000,목,장원,남양주,-1.2,53.6,1,0,0,3975,3650
SR2A21040819_200116,2020-01-19,2006600,PEMA063023200,PEMA-SR2000A,목,동양,경광주,-1.8,54,0.8,0,0,2979,3650
HR1521040836_200116,2020-01-19,2006100,PEMA053046500,PEMA-HR1500,목,신일,송파,-0.4,36.9,1.4,0,0,1813,2190
CSA521040815_200116,2020-01-19,2004400,PEMA043099800,CSA5000,목,영진,경주,2.4,50.5,2.4,0,0,6432,7300
SR2021040835_200116,2020-01-19,2006500,PEMA043080500,PEMA-SR2000,목,한진,울산,3.2,51,2.1,0,0,4683,4380
CSA521040821_200116,2020-01-19,2004600,PEMA033035307,CSA5000,목,삼표,풍납,-0.4,36.9,1.4,0,0,4701,5840
CSA521040832_200116,2020-01-19,2004700,PEMA033035303,CSA5000,목,삼표,성수,-0.4,36.9,1.4,0,0,9540,7300
HR1521040829_200116,2020-01-19,2006000,PEMA033027400,PEMA-HR1500,목,미륭,부산,5,47.5,2.2,0,0,4906,7300
SR3F21040828_200116,2020-01-19,2006612,PEMA033023200,PEMA-SR3000F,목,동양,경광주,-1.8,54,0.8,0,0,4297,3650
HR1521040814_200116,2020-01-19,2005900,PEMA023087900,PEMA-HR1500,목,윤성,하빈,1.9,36,1.7,0,0,5979,7300
SR3F21040817_200116,2020-01-19,2006609,PEMA023080100,PEMA-SR3000F,목,한일,대구,1.9,36,1.7,0,0,4466,4380
SR3F21040812_200116,2020-01-19,2006606,PEMA023071000,PEMA-SR3000F,목,충주산업,충주,-2.3,53.9,0.9,0,0,4697,5110
HR1021040825_200116,2020-01-19,2005300,PEMA023058603,PEMA-HR1000,목,유진,동서울,-0.4,36.9,1.4,0,0,5101,5840
SR2021040811_200116,2020-01-19,2006400,PEMA023041301,PEMA-SR2000,목,성원,단양,-3.5,63.4,0.8,0,0,2628,3650
CSA521040808_200116,2020-01-19,2004200,PEMA023035315,CSA5000,목,삼표,오산,-0.7,61.4,1,0,0,6059,5840
HR1021040824_200116,2020-01-19,2005200,PEMA023006300,PEMA-HR1000,목,국민,용인,-0.7,61.4,1,0,0,8672,7300
CSA521040810_200116,2020-01-19,2004300,PEMA023001000,CSA5000,목,강원,인천,-0.3,49.9,2.3,0,0,6859,7300
