ORDERID,SOLDDATE,CUSTID,PRODID,PRODNAME,WEEKDAY,SITEBUSNAME,REGION,D_DAY_2_TEM,D_DAY_2_HUM,D_DAY_2_WIND,D_DAY_2_TEM_RAINAMOUNT,D_DAY_2_RAINHOUR,ORDER_QUANT,SOLD_QUANT
HR1021022526,2021-02-28,2006612,PEMA013061000,PEMA-HR1000,목,일진,양평,2.4,74,1.2,0.1,0,6509,6400
HR1021022536,2021-02-28,2007200,PEMA013041507,PEMA-HR1000,목,성진도시,화성,2.4,81.6,1.8,0.2,2.25,4570,4480
SR3F21022514,2021-02-28,2002600,PEMA013038600,PEMA-SR3000F,목,서전,서산,2.1,75.9,2.4,0,0,1806,2560
HR1521022525,2021-02-28,2001300,PEMA013028200,PEMA-HR1500,목,바나,여수,6.9,68,5.1,0,0,6574,6400
SN4021022604,2021-03-01,2004700,TSN4012039105,PEMA-SN400,금,하남,철원,-0.2,81.1,0.8,0,0,5076,6400
SR3F21022613,2021-03-01,2005200,PEMA533022500,PEMA-SR3000F,금,쌍용,정관,6.1,58.3,2.8,0,0,3395,3200
CSA521022618,2021-03-01,2003500,PEMA083017000,CSA5000,금,대원,언양,4.7,69.9,1.6,0,0,6379,8960
HR1021022609,2021-03-01,2003800,PEMA063041501,PEMA-HR1000,금,성진,인천,3.8,64.6,2.3,0,0,4933,4480
SR2A21022614,2021-03-01,2005000,PEMA063023200,PEMA-SR2000A,금,동양,경광주,2.4,76.9,0.8,0,0,3886,3200
SR2A21022620,2021-03-01,2005100,PEMA053103800,PEMA-SR2000A,금,에스지이,인천,3.8,64.6,2.3,0,0,3351,4480
580F21022611,2021-03-01,2002900,PEMA043090700,PEMA-580FX,금,삼영씨앤텍,양주,2.3,71.3,1.1,0,0,8726,9600
CSA521022617,2021-03-01,2003400,PEMA043080115,PEMA-SR2000,금,한일,대구,4.1,77.8,1.2,0,0,5065,3840
PCM221022623,2021-03-01,2004200,PEMA043031600,PEMA-PCM2000,금,미래,평택,3.4,75.3,1.1,0,0,4325,5120
SR2021022601,2021-03-01,2004800,PEMA033049301,PEMA-SR2000,금,아세아,안양,3.4,75.3,1.1,0,0,3069,3200
HR1021022622,2021-03-01,2004104,PEMA033041500,PEMA-HR1000,금,성진,동탄,3.4,75.3,1.1,0,0,3512,6400
CSA521022605,2021-03-01,2003200,PEMA033035307,CSA5000,금,삼표,풍납,4.4,64.4,1.8,0,0,3932,4480
SR2021022616,2021-03-01,2004901,PEMA03087900,PEMA-SR2000,금,윤성,하빈,4.1,77.8,1.2,0,0,4393,3840
PR2021022624,2021-03-01,2004600,PEMA023901510,PEMA-PR2000,금,동양파일,익산,4.2,70.6,0.6,0,0,8678,6400
CSA521022615,2021-03-01,2003300,PEMA023105210,CSA5000,금,삼우,대구,4.1,77.8,1.2,0,0,8110,9600
500F21022610,2021-03-01,2002800,PEMA023058600,PEMA-500FR,금,유진,강서,4.4,64.4,1.8,0,0,9884,9600
PR2021022607,2021-03-01,2004400,PEMA023045801,PEMA-PR2000,금,신아,영동,3.4,75.3,1.1,0,0,1540,1920
PR2021022607,2021-03-01,2004500,PEMA023045801,PEMA-PR2000,금,신아,영동,3.4,75.3,1.1,0,0,13179,14080
SR3F21022621,2021-03-01,2005300,PEMA023035303,PEMA-SR3000F,금,삼표,성수,4.4,64.4,1.8,0,0,2978,3200
HR1021022606,2021-03-01,2003600,PEMA023024802,PEMA-HR1000,금,동진,음성,2.1,76.1,0.9,0,0,6440,6400
HR1521022538,2021-03-01,2001500,PEMA013120100,PEMA-HR1500,금,성우,영동,3.4,75.3,1.1,0,0,8294,6400
HR1021022537,2021-03-01,2007302,PEMA013103100,PEMA-HR1000,금,부청,안동,2.3,70.1,0.9,0,0,3982,4480
CSA521022529,2021-03-01,2003000,PEMA013072700,CSA5000,금,태양,대구,4.1,77.8,1.2,0,0,7680,6400
HR1021022612,2021-03-01,2003900,PEMA013047000,PEMA-HR1000,금,신진,영광,4,73.9,0.8,0,0,3297,6400
HR1021022619,2021-03-01,2004100,PEMA013032302,PEMA-HR1000,금,아세아,수원,3.4,75.3,1.1,0,0,3955,4480
AE21022903,2021-03-03,2005400,SSA013048200,AE,일,양지,경주,10.8,72.4,1.5,0,0,6205,3840
HR1521022802,2021-03-03,2005500,PEMA023092200,PEMA-HR1500,일,항도렉스콘,부산,12.5,81.1,2.6,2.1,5.17,6266,6400
PR1021030101,2021-03-03,2005600,PEMA013049402,PEMA-PR1000,일,아이에스,청양,8.9,71.9,1.2,0,0,12672,12800
AE21030103,2021-03-04,2005700,SSA073046500,AE,월,신일,송파,6.6,69.5,3.3,0,0,816,1000
AE21030115,2021-03-04,2005800,SSA013035303,AE,월,삼표,성수,6.6,69.5,3.3,0,0,2142,4000
HR1021030110,2021-03-04,2006612,PEMA13031400,PEMA-HR1000,월,산하,덕소,5.9,69.3,2,0,0,7533,10000
CSA421030116,2021-03-04,2005900,PEMA073072100,CSA4000(PCA),월,태명실업,이천,5.8,71.6,1.5,0,0,8393,10000
PCMB21030128,2021-03-04,2007800,PEMA073061300,PEMA-PCM2000B,월,장원,남양주,5.9,69.3,2,0,0,2484,3000
CSA521030126,2021-03-04,2006300,PEMA073022500,CSA5000,월,승일,함안,7.1,65.3,2.6,0,0,11648,10000
PCM221030127,2021-03-04,2007700,PEMA063061300,PEMA-PCM2000,월,장원,남양주,5.9,69.3,2,0,0,3312,3000
HR1021030111,2021-03-04,2006700,PEMA063041501,PEMA-HR1000,월,성진,인천,6.7,64.5,3.7,0,0,5544,10000
SR3F21030109,2021-03-04,2001400,PEMA063031400,PEMA-SR3000F,월,산하,덕소,5.9,69.3,2,0,0,3535,5000
SR2021030113,2021-03-04,2001200,PEMA063009000,PEMA-SR2000,월,나성,나주,10.4,67.6,1.5,0,0,3483,5000
HR1521030102,2021-03-04,2007600,PEMA053046500,PEMA-HR1500,월,신일,송파,6.6,69.5,3.3,0,0,3465,5000
HR1021030123,2021-03-04,2007302,PEMA043101200,PEMA-HR1000,월,영진,칠곡,6.7,67.8,1.3,0,0,6720,10000
SR2021030122,2021-03-04,2001300,PEMA043091500,PEMA-SR2000,월,울산,울산,6.9,80.4,3.2,1.4,13.75,9240,10000
HR1021030108,2021-03-04,2006609,PEMA043041502,PEMA-HR1000,월,성진,화성,7,0,2.4,0,0,9400,10000
HR1021030124,2021-03-04,2007400,PEMA043001100,PEMA-HR1000,월,대신,동해,2.4,86.8,4.3,3.8,0,3354,3000
CSA521030119,2021-03-04,2006200,PEMA033120700,CSA5000,월,삼일,안성,5.8,71.6,1.5,0,0,12210,10000
HR1021030101,2021-03-04,2006400,PEMA033046500,PEMA-HR1000,월,신일,송파,6.6,69.5,3.3,0,0,10868,15000
CSA521030107,2021-03-04,2006000,PEMA033035307,CSA5000,월,삼표,풍납,6.6,69.5,3.3,0,0,10032,8000
CSA521030114,2021-03-04,2006100,PEMA033035303,CSA5000,월,삼표,성수,6.6,69.5,3.3,0,0,8122,12000
HR1021030112,2021-03-04,2006800,PEMA033009000,PEMA-HR1000,월,나성,나주,10.4,67.6,1.5,0,0,7917,10000
HR1021030106,2021-03-04,2006606,PEMA023111400,PEMA-HR1000,월,남부,화순,10.4,67.6,1.5,0,0,7040,10000
HR1021030121,2021-03-04,2007200,PEMA023074700,PEMA-HR1000,월,푸른,장흥,9.8,67.1,2.2,0,0,8100,10000
HR1021030120,2021-03-04,2007100,PEMA023033600,PEMA-HR1000,월,삼성,정읍,6.2,87.3,1.2,0,0,15301,10000
HR1021030118,2021-03-04,2007000,PEMA023024801,PEMA-HR1000,월,동진,수원,7,0,2.4,0,0,6758,8000
HR1021030117,2021-03-04,2006900,PEMA013072100,PEMA-HR1000,월,태명실업,이천,5.8,71.6,1.5,0,0,9318,8000
HR1021030125,2021-03-04,2007500,PEMA013066700,PEMA-HR1000,월,중원,경광주,5.8,71.6,1.5,0,0,14872,10000
HR1021030105,2021-03-04,2006600,PEMA013060100,PEMA-HR1000,월,인천,인천,6.7,64.5,3.7,0,0,11880,10000
HR1021030104,2021-03-04,2006500,PEMA013058606,PEMA-HR1000,월,유진,세종,7.5,74.5,2.7,0,0,5393,7000
PR1021030129,2021-03-04,2001102,PEMA013024804,PEMA-PR1000,월,동진파일,서산,7.2,75.9,2.5,0,0,16896,20000
SR2021030219,2021-03-05,2004000,PEMA373048200,PEMA-SR2000,화,우현,포항,5.3,66.9,2.9,0,4.33,14508,10000
PR1021030204,2021-03-05,2006400,PEMA093050413,PR1000,화,아주,가좌,5.5,60.6,2.8,0,0,14112,14000
PCM221030201,2021-03-05,2003200,PEMA053114500,PEMA-PCM2000,화,우리도시,안성,5.6,69,1.2,0,0,8316,7000
SR3F21030207,2021-03-05,2004100,PEMA053021700,PEMA-SR3000F,화,동서,부산,6.5,65.8,3,0,0,12430,10000
SR2021030212,2021-03-05,2003800,PEMA043110500,PEMA-SR2000,화,신아,울산,5.2,72,2.3,0,0.83,5276,4000
SR2021030213,2021-03-05,2003900,PEMA043110500,PEMA-SR2000,화,신아,울산,5.2,72,2.3,0,0.83,4622,4000
HR1021030226,2021-03-05,2003000,PEMA033078012,PEMA-HR1000,화,한라,천안,6.1,70,1.8,0,0,11760,10000
HR1021030225,2021-03-05,2002900,PEMA033041500,PEMA-HR1000,화,성진,동탄,5.7,72.1,2.5,0,0,11385,10000
PR1021030305,2021-03-05,2003300,PEMA023129801,PEMA-PR1000,화,삼일,충주,5.4,64.6,1.8,0,0,21331,22000
PR1021030305,2021-03-05,2003400,PEMA023129801,PEMA-PR1000,화,삼일,충주,5.4,64.6,1.8,0,0,3762,3000
CSA521030224,2021-03-05,2002000,PEMA023106900,CSA5000,화,동원,세종,6.7,71.5,2.3,0,0,7600,10000
SR3F21030211,2021-03-05,2004104,PEMA023080100,PEMA-SR3000F,화,한일,대구,5.5,77.3,2.2,0,0,5803,6000
HR1021030221,2021-03-05,2002800,PEMA023058605,PEMA-HR1000,화,유진,서인천,5.5,60.6,2.8,0,0,11440,8000
PR2021030216,2021-03-05,2003700,PEMA023024804,PEMA-PR2000,화,동진파일,서산,5.3,72.6,2.1,0,0,10200,10000
CSA521030222,2021-03-05,2001700,PEMA023001000,CSA5000,화,강원,인천,5.5,60.6,2.8,0,0,5985,10000
PR1021030306,2021-03-05,2003500,PEMA013129800,PEMA-PR1000,화,삼일,용인,5.7,72.1,2.5,0,0,4774,3000
PR1021030306,2021-03-05,2003600,PEMA013129800,PEMA-PR1000,화,삼일,용인,5.7,72.1,2.5,0,0,14573,22000
CSA521030223,2021-03-05,2001800,PEMA013128700,CSA5000,화,은성,천안,6.1,70,1.8,0,0,12960,10000
HR1021030220,2021-03-05,2002700,PEMA013121600,PEMA-HR1000,화,원신,파주,4.1,68,1.5,0,0,8880,10000
HR1521030202,2021-03-05,2003100,PEMA013120100,PEMA-HR1500,화,성우,영동,5.7,72.1,2.5,0,0,13320,10000
CSA521030214,2021-03-05,2001600,PEMA013111300,CSA5000,화,대원,청주,6.8,64.3,1.4,0,0,3780,5000
HR1021030203,2021-03-05,2002200,PEMA013105210,PEMA-HR1000,화,삼우,대구,5.5,77.3,2.2,0,0,5040,10000
CSA521030227,2021-03-05,2002100,PEMA013085300,CSA5000,화,흥국,미사리,6.3,61.1,1.3,0,0,11160,10000
HR1021030210,2021-03-05,2002400,PEMA013078800,PEMA-HR1000,화,한성,경산,5.5,77.3,2.2,0,0,7722,6000
HR1021030209,2021-03-05,2002300,PEMA013049303,PEMA-HR1000,화,아세아,약목,5.5,68.8,0.7,0,0,5482,7000
HR1021030217,2021-03-05,2002600,PEMA013032200,PEMA-HR1000,화,삼보,완주,8,69.6,1.6,0,0,7600,10000
HR1021030215,2021-03-05,2002500,PEMA013023013,PEMA-HR1000,화,동양건재,대구,5.5,77.3,2.2,0,0,6210,5000
CSA521030208,2021-03-05,2001500,PEMA013021700,CSA5000,화,동서,부산,6.5,65.8,3,0,0,11088,10000
SP1021030324,2021-03-06,2006609,TSN4012015714,PEMA-SN400,수,성보,일산,3.6,70.1,1,0,0,6272,8000
SP1021030321,2021-03-06,2006606,TSN4012001215,PEMA-SN400,수,구산,합천,7.5,70.6,0.8,0,0,5504,10000
CSA521030304,2021-03-06,2004700,PEMA063069401,CSA5000,수,천마,서울,7,60.3,1.8,0,0,12840,10000
HR1021030315,2021-03-06,2005600,PEMA063041501,PEMA-HR1000,수,성진,인천,5.3,66.6,2,0,0,8736,10000
HR1021030309,2021-03-06,2005400,PEMA053013600,PEMA-HR1000,수,대산,군산,5.8,83.6,1.7,0,0,9156,10000
SR2021030320,2021-03-06,2006612,PEMA043062000,PEMA-SR2000,수,정선,경광주,6,68,0.8,0,0,5645,6000
CSA521030328,2021-03-06,2005000,PEMA043042900,CSA5000,수,세종,여주,6,68,0.8,0,0,5824,7000
2HR101030327,2021-03-06,2004200,PEMA033088300,PEMA-HR1000,수,성진,안양,5,76,1.3,0,0,6698,7000
HR1021030326,2021-03-06,2005900,PEMA033088300,PEMA-HR1000,수,성진,안양,5,76,1.3,0,0,8658,5000
SR2021030330,2021-03-06,2006700,PEMA033072700,PEMA-SR2000,수,태양,대구,6.3,77.5,2.7,0,0,2287,3000
CSA521030311,2021-03-06,2004800,PEMA033035309,CSA5000,수,삼표,용인,5,76,1.3,0,0,10265,7000
CSA521030303,2021-03-06,2004600,PEMA033035303,CSA5000,수,삼표,성수,7,60.3,1.8,0,0,7623,7000
CSA521030333,2021-03-06,2005200,PEMA033035303,CSA5000,수,삼표,성수,7,60.3,1.8,0,0,19334,13000
HR1021030323,2021-03-06,2005800,PEMA023123200,PEMA-HR1000,수,선진,함안,7.4,64.6,1.3,0,0,6530,7000
HR1021030335,2021-03-06,2006000,PEMA023099800,PEMA-HR1000,수,영진,경주,4.5,75.6,2.1,0,0,7371,10000
HR1521030310,2021-03-06,2006100,PEMA023087900,PEMA-HR1500,수,윤성,하빈,6.3,77.5,2.7,0,0,10600,10000
CSA521030317,2021-03-06,2004901,PEMA023007400,CSA5000,수,금남,여수,8.8,70.5,2.3,0,0,16848,10000
HR1021030318,2021-03-06,2005700,PEMA013127700,PEMA-HR1000,수,남도,경광주,6,68,0.8,0,0,7210,10000
PCR321030325,2021-03-06,2006300,PEMA013123501,PEMA-PCR3000E,수,서문,안산,5,76,1.3,0,0,3648,5000
580F21030312,2021-03-06,2004300,PEMA013118900,PEMA-580FX,수,유니캠,화성,5,76,1.3,0,0,19784,15000
SR2021030331,2021-03-06,2006800,PEMA013116420,PEMA-SR2000,수,해양개발,울산,6.2,74.3,2,0,0,4950,5000
580F21030314,2021-03-06,2004400,PEMA013107101,PEMA-580FX,수,상동,평택,5,76,1.3,0,0,8240,10000
CSA521030329,2021-03-06,2005100,PEMA013072700,CSA5000,수,태양,대구,6.3,77.5,2.7,0,0,13200,10000
SR3F21030334,2021-03-06,2007000,PEMA013072101,PEMA-SR3000F,수,태명,천안,5.4,72.8,0.8,0,0,11960,10000
SR3F21030316,2021-03-06,2006900,PEMA013042200,PEMA-SR3000F,수,삼우,경산,6.3,77.5,2.7,0,0,9100,7000
PR1021030301,2021-03-06,2006500,PEMA013033302,PEMA-PR1000,수,삼성,단촌,4.9,73.8,0.8,0,0,27632,15000
PR1021030302,2021-03-06,2006600,PEMA013033302,PEMA-PR1000,수,삼성,단촌,4.9,73.8,0.8,0,0,11770,10000
HR1521030332,2021-03-06,2006200,PEMA013030801,PEMA-HR1500,수,부일,회동동,8.4,63.8,2.8,0,0,6800,10000
HR1021030313,2021-03-06,2005500,PEMA013023005,PEMA-HR1000,수,동양,안양,5,76,1.3,0,0,4797,7000
SN4021030437,2021-03-07,2003000,TSN4012039101,PEMA-SN400,목,하남,파주,3.5,72.8,1,0,0,2241,3000
SN4021030430,2021-03-07,2002900,TSN4012032804,PEMA-SN400,목,동림,부산,9.7,61.3,3,0,0,7333,7000
HR1521031412,2021-03-17,2001200,PEMA013120100,PEMA-HR1500,일,성우,영동,13.9,54.1,2,0,0,9984,10000
HR1021031422,2021-03-17,2005100,PEMA013080117,PEMA-HR1000,일,한일,성남,13.9,54.1,2,0,0,9984,8000
HR1021031428,2021-03-17,2005200,PEMA013072100,PEMA-HR1000,일,태명실업,이천,14.2,48.5,1.7,0,0,6156,8000
HR1021031429,2021-03-17,2005300,PEMA013072100,PEMA-HR1000,일,태명실업,이천,14.2,48.5,1.7,0,0,8280,8000
HR1021031403,2021-03-17,2004500,PEMA013050400,PEMA-HR1000,일,아주,광명,12.3,49.6,2,0,0,6445,7000
PR1021031411,2021-03-17,2005800,PEMA013033302,PEMA-PR1000,일,삼성,단촌,10,67.1,1.2,0,0,14850,15000
SN4021031536,2021-03-18,2003100,TSN4012056000,PEMA-SN400,월,관악,경광주,8.9,83.6,1.1,4.7,0,1940,2800
HR1521031518,2021-03-18,2001800,PEMA143057600,PEMA-HR1500,월,한국흄관,울산,10.3,93.5,1.9,4.1,11.42,11466,10000
HR1021031527,2021-03-18,2007700,PEMA13031400,PEMA-HR1000,월,산하,덕소,9.7,76.9,1.2,4.6,0,11858,10000
HR1521031517,2021-03-18,2001700,PEMA063048100,PEMA-HR1500,월,구암,담양,9.3,93.6,1.5,6.7,0,1008,1000
HR1521031511,2021-03-18,2001300,PEMA053031200,PEMA-HR1500,월,산양,진해,9.5,80.8,1.4,6.7,11.35,11856,10000
HR1021031510,2021-03-18,2007302,PEMA043101200,PEMA-HR1000,월,영진,칠곡,8.9,85.5,0.8,2.2,0,10260,10000
SR2021031523,2021-03-18,2003300,PEMA043046101,PEMA-SR2000,월,신우,울산,10.3,93.5,1.9,4.1,11.42,10088,10000
HR1521031535,2021-03-18,2002200,PEMA043011800,PEMA-HR1500,월,대경,순천,9.2,92.9,2.2,17.1,0,4410,10000
HR1021031509,2021-03-18,2007200,PEMA043001100,PEMA-HR1000,월,대신,동해,8.6,79.5,1.6,1.9,0,10044,10000
SR3F21031529,2021-03-18,2003400,PEMA033109400,PEMA-SR3000F,월,보광,대구,9.9,92.1,2.3,5.3,9,6962,7000
HR1021031532,2021-03-18,2001102,PEMA033088300,PEMA-HR1000,월,성진,안양,8.8,84,2.5,3.7,8.75,8809,7000
HR1021031516,2021-03-18,2007400,PEMA033067600,PEMA-HR1000,월,진남,여수,10.1,89.9,4.8,11.9,11.87,6580,10000
CSA521031526,2021-03-18,2006800,PEMA033035309,CSA5000,월,삼표,용인,8.8,84,2.5,3.7,8.75,5667,7000
CSA521031531,2021-03-18,2007000,PEMA033035303,CSA5000,월,삼표,성수,9.9,74.6,2.2,5.1,10.5,8160,10000
PR1021031506,2021-03-18,2002400,PEMA023129801,PEMA-PR1000,월,삼일,충주,8.6,77.9,1.3,2.7,0,17618,22000
PR1021031506,2021-03-18,2002500,PEMA023129801,PEMA-PR1000,월,삼일,충주,8.6,77.9,1.3,2.7,0,3604,3000
HR1521031515,2021-03-18,2001600,PEMA023125100,PEMA-HR1500,월,홍성,산청,9.6,87,1.4,5.6,0,14157,10000
HR1521031520,2021-03-18,2002000,PEMA023110500,PEMA-HR1500,월,신아,울산,10.3,93.5,1.9,4.1,11.42,3564,5000
HR1521031521,2021-03-18,2002100,PEMA023110500,PEMA-HR1500,월,신아,울산,10.3,93.5,1.9,4.1,11.42,4524,5000
CSA521031519,2021-03-18,2006700,PEMA023052200,PEMA-CSA5000,월,영남,포항,11.7,80.9,2.4,4.8,7.08,4816,10000
CSA521031528,2021-03-18,2006900,PEMA023006200,CSA5000,월,국광,천안,8.3,88.5,1.5,3.7,0,6696,10000
PR1021031508,2021-03-18,2002600,PEMA013901600,PEMA-PR1000,월,동양파일,함안,10.2,79,1.3,9.4,0,6120,10000
PR1021031508,2021-03-18,2002700,PEMA013901600,PEMA-PR1000,월,동양파일,함안,10.2,79,1.3,9.4,0,2975,5000
HR1521031514,2021-03-18,2001500,PEMA013901100,PEMA-HR1500,월,산하,청주,8.9,76.3,1.3,5.3,10.17,8000,10000
HR1021031525,2021-03-18,2007600,PEMA013131100,PEMA-HR1000,월,황원,고성,7.4,86.3,1.8,0.9,0,8820,10000
PR2021031501,2021-03-18,2003000,PEMA013129803,PEMA-PR2000,월,삼일,부여,8.8,86.3,1.2,3.7,0,4320,4000
SR2021031507,2021-03-18,2003200,PEMA013116420,PEMA-SR2000,월,해양개발,울산,10.3,93.5,1.9,4.1,11.42,5520,5000
CSA421031505,2021-03-18,2006612,PEMA013109600,CSA4000,월,홈센타,대구,9.9,92.1,2.3,5.3,9,14560,10000
580F21031513,2021-03-18,2006606,PEMA013107101,PEMA-580FX,월,상동,평택,8.8,84,2.5,3.7,8.75,8100,10000
PR1021031504,2021-03-18,2002300,PEMA013091800,PEMA-PR1000,월,오성,서산,7.5,81.5,1.9,2.7,0,4680,5000
HR1021031522,2021-03-18,2007500,PEMA013078017,PEMA-HR1000,월,한라,온산,10.3,93.5,1.9,4.1,11.42,6720,10000
HR1021031530,2021-03-18,2007800,PEMA013041507,PEMA-HR1000,월,성진도시,화성,8.8,84,2.5,3.7,8.75,6625,7000
HR1521031512,2021-03-18,2001400,PEMA013028200,PEMA-HR1500,월,바나,여수,10.1,89.9,4.8,11.9,11.87,9152,10000
PR1021031524,2021-03-18,2002800,PEMA013024804,PEMA-PR1000,월,동진파일,서산,7.5,81.5,1.9,2.7,0,9504,15000
PR1021031524,2021-03-18,2002900,PEMA013024804,PEMA-PR1000,월,동진파일,서산,7.5,81.5,1.9,2.7,0,8502,5000
AE21031628,2021-03-19,2003500,SSA013035307,AE,화,삼표,풍납,5.8,65.9,4,0.3,1.5,1459,1000
PCMB21031631,2021-03-19,2006500,PEMA073061300,PEMA-PCM2000B,화,장원,남양주,7.2,61.6,3.5,0,0,4675,5000
PCMB21031632,2021-03-19,2006600,PEMA073061300,PEMA-PCM2000B,화,장원,남양주,7.2,61.6,3.5,0,0,2328,2000
PCM221031629,2021-03-19,2006100,PEMA063061300,PEMA-PCM2000,화,장원,남양주,7.2,61.6,3.5,0,0,4750,5000
PCM221031630,2021-03-19,2006200,PEMA063061300,PEMA-PCM2000,화,장원,남양주,7.2,61.6,3.5,0,0,1742,2000
HR1021031645,2021-03-19,2005200,PEMA063041501,PEMA-HR1000,화,성진,인천,5.4,63.4,5.5,0,0.17,7280,10000
SR2021031620,2021-03-19,2006700,PEMA063009000,PEMA-SR2000,화,나성,나주,6.8,63,2.2,0,0,5148,5000
CSA521031614,2021-03-19,2003900,PEMA053054200,CSA5000,화,영화,경주,9.1,52,5.1,0,0,8190,10000
CSA521031654,2021-03-19,2007800,PEMA043069400,CSA5000,화,천마,경광주,6.3,68.5,2.9,0,0,8888,10000
HR1521031626,2021-03-19,2005800,PEMA043061100,PEMA-HR1500,화,장안,정관,10.1,53.6,3.6,0,0.75,10848,10000
SR2A21031653,2021-03-19,2007000,PEMA043043200,PEMA-SR2000A,화,세진,경광주,6.3,68.5,2.9,0,0,7792,7000
SR2021031644,2021-03-19,2006900,PEMA043037801,PEMA-SR2000,화,서산,서산,5.6,66.9,4.6,0,0,2079,2000
PCM221031652,2021-03-19,2006400,PEMA043031800,PEMA-PCM2000,화,삼덕,평택,5.8,73.1,4.2,0,0,10015,8000
HR1021031643,2021-03-19,2005100,PEMA043030401,PEMA-HR1000,화,부국,부천,5.4,63.4,5.5,0,0.17,7232,8000
SR2021031642,2021-03-19,2006800,PEMA033061000,PEMA-SR2000,화,일진,양평,7.2,61.6,3.5,0,0,1764,3000
SR2021031619,2021-03-19,2006612,PEMA033045300,PEMA-SR2000,화,신성,화순,6.8,63,2.2,0,0,8624,10000
HR1021031610,2021-03-19,2004600,PEMA033041500,PEMA-HR1000,화,성진,동탄,5.8,73.1,4.2,0,0,11220,10000
CSA521031627,2021-03-19,2004104,PEMA033035307,CSA5000,화,삼표,풍납,5.8,65.9,4,0.3,1.5,10666,8000
HR1521031618,2021-03-19,2005600,PEMA023129500,PEMA-HR1500,화,두원,순천,6.2,66.3,5.4,0,0,8136,10000
CR1021031648,2021-03-19,2003600,PEMA023123000,PEMA-CR1000,화,신공항,인천,5.4,63.4,5.5,0,0.17,10410,7000
CR1021031649,2021-03-19,2003700,PEMA023123000,PEMA-CR1000,화,신공항,인천,5.4,63.4,5.5,0,0.17,3852,3000
SR3F21031646,2021-03-19,2007100,PEMA023106100,PEMA-SR3000F,화,우림,하남,7.2,61.6,3.5,0,0,11616,10000
HR1021031613,2021-03-19,2004800,PEMA023099800,PEMA-HR1000,화,영진,경주,9.1,52,5.1,0,0,8720,10000
PCM221031651,2021-03-19,2006300,PEMA023080008,PEMA-PCM2000,화,한일,평택,5.8,73.1,4.2,0,0,3087,5000
HR1521031641,2021-03-19,2006000,PEMA023061000,PEMA-HR1500,화,일진,양평,7.2,61.6,3.5,0,0,3078,3000
CSA521031609,2021-03-19,2003800,PEMA023035315,CSA5000,화,삼표,오산,5.8,73.1,4.2,0,0,7776,8000
CSA521031625,2021-03-19,2004100,PEMA023035314,CSA5000,화,삼표,남부,5.8,65.9,4,0.3,1.5,5767,7000
HR1021031650,2021-03-19,2005300,PEMA023024801,PEMA-HR1000,화,동진,수원,5.8,73.1,4.2,0,0,6804,10000
CSA521031634,2021-03-19,2004300,PEMA023001800,CSA5000,화,건설,의정부,5.7,69.3,3.8,0,0,11088,10000
CSA521031633,2021-03-19,2004200,PEMA023001000,CSA5000,화,강원,인천,5.4,63.4,5.5,0,0.17,5992,7000
HR1521031640,2021-03-19,2005900,PEMA023000210,PEMA-HR1500,화,가야,인천,5.4,63.4,5.5,0,0.17,6468,5000
PR1021031623,2021-03-19,2006606,PEMA013901520,PEMA-PR1000,화,동양파일,아산,5.7,71.6,3.1,0,0,12208,20000
HR1021031639,2021-03-19,2005000,PEMA013901300,PEMA-HR1000,화,강남,여주,6.3,68.5,2.9,0,0,3845,4000
PR2021031624,2021-03-19,2006609,PEMA013131000,PEMA-PR2000,화,휴먼이엔티,천안,5.7,71.6,3.1,0,0,566,1000
CSA521031638,2021-03-19,2004400,PEMA013130300,CSA5000,화,선우,서산,5.6,66.9,4.6,0,0,8976,10000
HR1021031612,2021-03-19,2004700,PEMA013120900,PEMA-HR1000,화,녹색,영덕,8.8,57.6,4,0,0,10152,10000
HR1521031622,2021-03-19,2005700,PEMA013111900,PEMA-HR1500,화,성보,김해,9.6,56.5,3.6,0,0,9064,8000
HR1521031617,2021-03-19,2005500,PEMA013091400,PEMA-HR1500,화,호남,여수,8.2,54.4,8.2,0,0,7830,10000
CSA521031647,2021-03-19,2004500,PEMA013085300,CSA5000,화,흥국,미사리,7.2,61.6,3.5,0,0,9464,10000
HR1521031616,2021-03-19,2005400,PEMA013081200,PEMA-HR1500,화,해국,노화도,6.3,64.9,4,0,0,9900,10000
HR1021031637,2021-03-19,2004901,PEMA013061000,PEMA-HR1000,화,일진,양평,7.2,61.6,3.5,0,0,4680,4000
HR1021031611,2021-03-19,2001400,PEMA013060901,PEMA-HR1000,화,일양,양양,7.3,53.1,3.2,0,0,8645,10000
CSA421031636,2021-03-19,2007700,PEMA013029200,CSA4000,화,보림,합천,8.8,58.9,1.8,0,0,13464,10000
CSA521031615,2021-03-19,2004000,PEMA013024500,CSA5000,화,동주,함양,6.4,57.1,5,0,0,8536,10000
AE21031741,2021-03-20,2007600,SSA073046500,AE,수,신일,송파,6.2,55.3,3.2,0,0,1372,2000
AE21031715,2021-03-20,2007500,SSA013048200,AE,수,양지,경주,7.4,36.4,4.3,0,0,6408,6000
HR1021031729,2021-03-20,2002800,PEMA213048300,PEMA-HR1000,수,서우,서산,5.7,66,3,0,0,7644,8000
SR2A21031728,2021-03-20,2004300,PEMA063023200,PEMA-SR2000A,수,동양,경광주,6.2,52,2.4,0,0,4389,5000
HR1521031740,2021-03-20,2003800,PEMA053046500,PEMA-HR1500,수,신일,송파,6.2,55.3,3.2,0,0,5928,5000
